X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
0.5425219941348973,0.5439110070257612,0.04716617164617527,0.04716564050443041,0.00047820874794468496,0.0006700488178424428,0.0005509338328466751,0.0010648628558788402,0.7653061224489796,0.662037037037037,0.14136125654450282,0.0,1.0,0.0,0.6563504823151126,0.25680686513401846,0.81667843097711,0.005718206770356815,0.9999999999999999,1.0,1.0,0.32238310770680156,0.235548663950092,0.24453471716721067,0.5915166187522066,0.8244433262045542,0.09772985244040863,0.0
0.05219941348973607,0.08548009367681499,0.22293020016482137,0.22293472598043523,0.0124923846894591,0.016559777926677517,0.006831579527298771,0.02112100217027384,0.6122448979591836,0.47685185185185186,0.17539267015706805,0.0,1.0,0.0,0.1277130225080386,0.5933891302044708,0.8847433699707573,0.04894784995425434,0.3448660714285714,0.537620849096259,1.0,0.6102771007844021,0.5378096714867837,0.43325427947495715,0.5574721339587432,0.6301421562460688,1.0,0.0
0.02404692082111437,0.12470725995316159,0.24502377058332048,0.2450280312145199,0.042586781786142426,0.02507897003924572,0.007382513360145446,0.058436150157136935,0.2040816326530612,0.4027777777777778,0.0654450261780104,0.0,1.0,0.0,0.06069131832797428,0.4784405127661829,0.37329837652515885,0.14730100640439156,0.6655844155844155,0.47068095838587637,0.0,0.7192946525487947,0.7021023403411345,0.4287928241012516,0.18636203157310738,0.5113221788904265,1.0,0.0
0.02404692082111437,0.11007025761124122,0.16764862138746248,0.16765947488260655,0.07036219399553235,0.062218818799655407,0.02297394082970635,0.10695008715259312,0.19387755102040816,0.48611111111111105,0.18062827225130906,0.0,1.0,0.0,0.05878215434083602,0.5358618497722216,0.9403045275789049,0.1222552607502287,0.2218952922077922,0.30863808322824715,0.0,0.7639420812255515,0.6782301395550107,0.5060934087867189,0.46996519897110006,0.5664863504843378,1.0,0.0
0.02404692082111437,0.12060889929742388,0.1759730605533027,0.17597733909986005,0.04256057856707696,0.024983248779553942,0.007492700126714781,0.058347203093666866,0.2193877551020408,0.40740740740740744,0.060209424083769836,0.0,1.0,0.0,0.06079180064308682,0.45492107214747324,0.38902894020369067,0.14169716376944191,0.6412337662337662,0.4631147540983606,0.0,0.7192332111331845,0.6957556525188417,0.4287928241012516,0.19423009028093008,0.5108818719335767,1.0,0.0
0.0563049853372434,0.0977751756440281,0.062433639680143795,0.062439331429761456,0.015748134658342777,0.02192016846941706,0.009200595008539475,0.025958393824813453,0.5918367346938775,0.47685185185185186,0.0654450261780104,0.0,1.0,0.0,0.14208199356913184,0.655366034537557,0.9149944539679338,0.062328453796889276,0.3191964285714285,0.4682639764606978,1.0,0.6308599750138243,0.5696873535032996,0.4506304740883368,0.542341251828315,0.6143540067933074,1.0,0.0
0.0281524926686217,0.10070257611241218,0.03204529413713141,0.03204796682886465,0.02609185538443398,0.01569828658945152,0.005399151561897415,0.035609452165459826,0.20918367346938774,0.412037037037037,0.07591623036649242,0.0,1.0,0.0,0.07084003215434083,0.3775823710138786,0.3668448119390945,0.10658737419945104,0.7738433441558441,0.4585960487599831,0.0,0.6757326888811518,0.6525549024557354,0.3947683565407284,0.1831341100519494,0.5086174361554914,1.0,0.0
0.02287390029325513,0.10304449648711944,0.221080651512291,0.22108405351495447,0.03445068226631642,0.01799559682205418,0.005839898628174756,0.04777121607458923,0.2346938775510204,0.41666666666666663,0.17539267015706805,0.0,1.0,0.0,0.05596864951768489,0.37080199173641276,0.39639003730967026,0.11424977127172917,0.7437094155844155,0.5089323245060949,0.0,0.7004526184283285,0.6675922253074177,0.412308920562613,0.19791193826600095,0.516731664360297,1.0,0.0
0.02287390029325513,0.1252927400468384,0.13055205126845776,0.1305570334720999,0.04583598095025974,0.027089116492773048,0.009035314858685473,0.06314689361655136,0.2193877551020408,0.412037037037037,0.0654450261780104,0.0,1.0,0.0,0.05767684887459808,0.510223540629304,0.41181809014823034,0.1499313815187557,0.6262175324675324,0.426754939050021,0.0,0.7258279230753477,0.7047347733583355,0.44029868269659755,0.20562868815251928,0.5133979116870048,1.0,0.0
0.1466275659824047,0.2154566744730679,0.31332699866235064,0.31333521983902896,0.040038518732026226,0.03043936058198526,0.010798303123794832,0.05465292355452826,0.2040816326530612,0.44907407407407407,0.8717277486910997,0.0,1.0,0.0,0.3015474276527331,0.5933891302044708,0.9180195623676515,0.08268526989935955,0.3754058441558441,0.551912568306011,0.0,0.7138058860876155,0.6450903321192889,0.48209547514499734,0.4588187824683513,0.508680337149327,1.0,0.0
0.02287390029325513,0.11007025761124122,0.1639634480201674,0.1639747348917531,0.07538666125133472,0.06671771800516896,0.023579968045837695,0.11480184388729207,0.2040816326530612,0.4814814814814815,0.18062827225130906,0.0,1.0,0.0,0.055868167202572344,0.524419959741498,0.9606735908036704,0.1238563586459286,0.2089082792207792,0.3116855821773854,0.0,0.7700862227865729,0.6802856009520032,0.5096156103975392,0.48015332627225504,0.5675556673795448,1.0,0.0
0.025219941348973606,0.11416861826697892,0.05966372738970879,0.059667776660788055,0.03967822446987612,0.019527136977122623,0.007051953060437441,0.0540071730500923,0.22959183673469385,0.40740740740740744,0.0654450261780104,0.0,1.0,0.0,0.06360530546623794,0.4205954020553025,0.40264192800242016,0.13048947849954254,0.7586241883116882,0.47047078604455644,0.0,0.7130071476846827,0.6833147019580974,0.42412003663089676,0.20103898723962277,0.5072336142911059,1.0,0.0
0.0375366568914956,0.11592505854800936,0.6709880746229662,0.6709914463802268,0.028574610390886518,0.017516990523595292,0.005894992011459423,0.0413488239835102,0.37755102040816324,0.43981481481481477,0.07068062827225141,0.0,1.0,0.0,0.09455385852090033,0.48596249602712155,0.41242311182817387,0.11516468435498625,0.747666396103896,0.5134510298444726,0.0,0.6838224752698302,0.6642385777649563,0.4140700213680231,0.20593130579512786,0.5393131211473142,1.0,0.0
0.02287390029325513,0.1094847775175644,0.13663266083596728,0.1366440412826486,0.0753539072275029,0.05503972432277209,0.019172497383064292,0.11387501721138618,0.1377551020408163,0.48611111111111105,0.18062827225130906,0.0,1.0,0.0,0.055868167202572344,0.5247377900201293,0.9736815569224564,0.12305580969807867,0.25446428571428564,0.39775115594787724,0.0,0.7700452618428328,0.6792759006166383,0.5102965693756311,0.4866596055883392,0.5632154988048812,1.0,0.0
0.02404692082111437,0.12002341920374707,0.220472495423046,0.2204765894560014,0.04082461530399009,0.02077151335311573,0.006831579527298771,0.05598134924154296,0.2193877551020408,0.4027777777777778,0.0654450261780104,0.0,1.0,0.0,0.06069131832797428,0.4582053183599958,0.37944943027125144,0.14055352241537053,0.768364448051948,0.4955863808322824,0.0,0.7155467261965716,0.6948541343622661,0.42569328668372974,0.18943864427296114,0.5110076739212481,1.0,0.0
0.021700879765395895,0.10304449648711944,0.01761075433062572,0.0176134307674319,0.02938035937714948,0.02077151335311573,0.005784805244890088,0.040579876188448376,0.2040816326530612,0.41666666666666663,0.07068062827225141,0.0,1.0,0.0,0.05466237942122187,0.371649539146096,0.3277200766360795,0.11939615736505028,0.6524959415584415,0.42496847414880196,0.0,0.6863006123661088,0.6697919296094623,0.3947683565407284,0.16356483582992892,0.5147188325575545,1.0,0.0
0.02287390029325513,0.11124121779859485,0.2097188912636458,0.2097317229770167,0.057037857100744827,0.05513544558246387,0.017684976034378273,0.08599050104027516,0.23979591836734693,0.4814814814814815,0.18062827225130906,0.0,1.0,0.0,0.055868167202572344,0.703146519758449,0.9392961581123324,0.12557182067703568,0.2592329545454545,0.4908575031525851,1.0,0.7452843713519159,0.6823050016227327,0.5213093197454622,0.5301861098502043,0.5618316769404957,1.0,0.0
